canonical_form,graph_id
babeiro,N001
babel,N111
baboseira,N101
baboso,N201
babugem,N108
babuíno,N001
baby,N004
babá,N301
bacaba,N101D029A01
bacabal,N007
bacalhau,N001
bacalhoada,N101
bacamarte,N001
bacante,N101
bacará,N001
bacelo,N001
bacharel,N229
bacharelando,N001
bacharelato,N001
bacharelismo,N001
bacia,N101
baciada,N101
bacilariófito,N001
bacilo,N001
bacilose,N101
bacineta,N101
bacinete,N001
bacio,N001
background,N004
backup,N004
bacon,N004
bacorejo,N001
bacorinho,N201
bacterioclorofila,N101
bacteriofagia,N101
bacteriolisina,N101
bacteriologia,N101
bacteriologista,N301
bacteriopurpurina,N101
bacteriose,N101
bacteriostase,N101
bacterioterapia,N101
bacteriófago,N001
bacteriólise,N101
bacteriólogo,N001
bactéria,N101D016
bacu,N001
bacurau,N001
bacurizeiro,N001
badalação,N102
badalo,N001
baderna,N101
badulaque,N001
baeta,N301
bafafá,N001
bafagem,N108
bafejo,N001
bafio,N001
bafo,N001
bafômetro,N001
bagagem,N108
bagana,N101
bagatela,N101
bagaçada,N101
bagaço,N001
bago,N201
bagre,N001D026
baguaçu,N001
bagulho,N001
bagunça,N101
baia,N101
baiacu,N001
baianada,N101
baiano,N201D081
baila,N101
bailadeira,N101
bailarino,N201
baile,N001D026A01
baileco,N001
bainha,N101
bainheiro,N001
baio,N201D069
baioneta,N101
baionetada,N101
bairrismo,N001
bairro,N001D026
baita,N004A23
baitaca,N101
baixadão,N002
baixela,N101
baixeza,N101
baixio,N201
baixo,N001
baixura,N101
baião,N002
baiúca,N101
bajulação,N102
bajulice,N101
bala,N101D126A35
balaiada,N101
balaieiro,N001
balaio,N001
balalaica,N101
balanceamento,N001
balanceio,N001
balanceiro,N001
balancete,N001
balancim,N008
balancista,N301
balangandã,N001
balanoforale,N001
balanopsidale,N101
balança,N101
balanço,N001
balar,N004
balastro,N001
balata,N101
balaustrada,N101
balaústa,N101
balaústre,N001
balbucio,N001
balbúcie,N101
balbúrdia,N101
balconista,N301
balcão,N002
balda,N101
baldaquim,N008
baldaquino,N001
balde,N101
baldeação,N102
baleia,N101
balela,N101
balido,N001
balir,N003
baliza,N301
balizador,N218
balizamento,N001
balmázio,N001
balneoterapia,N101
balonismo,N001
balote,N001
balouço,N001
balsa,N101
baluarte,N001
balão,N002D006
balé,N001
bambeza,N101
bambinela,N101
bambino,N201
bamboleamento,N001
bamboleio,N001
bambolim,N008
bambu,N001D001
bambuada,N101
bambual,N007
bambuzal,N007
banalidade,N101
banalização,N102
banana,N301D029A28
bananada,N101
bananal,N007
bananeira,N101D029
bananicultor,N218
bananicultura,N101
banca,N101
bancal,N007
bancarrota,N101
banco,N001D037
bancário,N201
banda,N101D029A01
bandagem,N108
bandalheira,N101
bandalhice,N101
bandalho,N001
bandeamento,N001
bandeira,N301D029
bandeirada,N101
bandeirantismo,N001
bandeireiro,N201
bandeirinha,N301
bandeirismo,N001
bandeirista,N301
bandeirola,N101
bandeja,N101D029A01
bandidismo,N001
bandido,N201D081
banditismo,N001
bando,N001
bandolim,N008
bandolinista,N301
bandulho,N001
bangalô,N001
bangüê,N001
banha,N101
banheira,N101
banheiro,N001D026
banhista,N301
banho,N001
banimento,N001
banja,N101
banjo,N001
banqueiro,N001
banqueta,N101
banquete,N001
banqueteador,N218
banzé,N001
baque,N001
baquelita,N101
baqueta,N101
bar,N003
barafunda,N101
baralha,N101
baralhamento,N001
baralho,N001D026
barata,N101D029
barataria,N101
barateamento,N001
barateza,N101
baraúna,N101
barba,N101D127A14
barbado,N201
barbalho,N001
barbante,N001
barbaria,N101
barbaridade,N101
barbarismo,N001
barbatana,N101
barbatimão,N002
barbeador,N003
barbearia,N101
barbeação,N102
barbeiragem,N108
barbela,N101
barbicacho,N001
barbilho,N001
barbilhão,N002
barbárie,N101
barca,N101D111A15
barcarola,N101
barco,N001D037
bardo,N201
barganha,N101
barganhista,N301
baricentro,N001
barisfera,N101
barita,N101
barlavento,N001
barman,N004
barnabé,N001
barocoria,N101
baronarcose,N101
baronato,N001
baronesa,N101
baronia,N101
barqueiro,N201
barqueta,N101
barra,N101
barraca,N101D039
barraco,N001A01
barragem,N108
barral,N007
barranca,N101
barranceira,N101
barranco,N001
barranqueiro,N201
barraqueiro,N001
barraquim,N008
barreira,N101D029
barreiro,N001
barrela,N101
barreta,N101
barrete,N001
barrica,N101D039
barricada,N101
barrido,N001
barriga,N101A01
barrigada,N101
barrigueira,N101
barril,N010
barrilada,N101
barriqueiro,N001
barrista,N301
barrito,N001
barro,N001
barrocada,N101
barrocal,N007
barroco,N001A01
barrote,N001
barulhada,N101
barulheiro,N201
barulho,N001D026
barão,N002
barítono,N001
barômetro,N001
basalto,N001
basbaquice,N101
base,N101
baseado,N001D026
baseball,N004
basebol,N004
basidiocarpo,N001
basidiolíquen,N034
basidiósporo,N001
basilicão,N002
basquete,N001
basquetebol,N012
bastardia,N101
bastidor,N003
bastilha,N101
bastonada,N101
bastonete,N001
bastos,N005
bastão,N002D006
basídio,N001
basílica,N101
basônimo,N001
bata,N101
batalha,N101
batalhação,N102
batalhão,N002
batata,N101D029
batatada,N101
batatal,N007
batateiral,N007
batch,N004
batedeira,N101
batedouro,N001
batedura,N101
bateeiro,N001
bateia,N101
batel,N011
batelada,N101
bateleiro,N001
batelão,N002
bateria,N101
baterista,N301
baticum,N008
batida,N101D029
batidale,N101
batimento,N001
batina,N301
batinga,N101
batiscafo,N001
batismo,N001
batistério,N001
batizado,N001D026
batom,N008
batoque,N001
batota,N101
batráquio,N001
batucador,N218
batuque,N001
batuqueiro,N001
batuíra,N101D052
baunilha,N101D002
bauru,N001
bauxita,N101
bazar,N003
bazuca,N101
baía,N101
baú,N001D011
beata,N101D029
beataria,N101
beatice,N101
beatificação,N102
beatismo,N001
beatitude,N101
beato,N001
beatério,N001
bebedeira,N101
bebedouro,N001
beberagem,N108
beberete,N001
bebida,N101
bebê,N001D009
beca,N301
beco,N001
bedel,N011
bedelho,N001
beduíno,N001
begônia,N101
behaviorismo,N001
beijo,N001D082A29
beijoim,N008
beiju,N001
beira,N101
beiral,N007
beisebol,N004
beiça,N101
beiçada,N101
beiço,N001D102A69
beiçoca,N101
beiçola,N301
bel,N001
beladona,N101
belas,N105
beldade,N101
beldroega,N101
beleza,N101D029
beliche,N001
belicismo,N001
belicista,N301
belicosidade,N101
beligerância,N101
belisco,N001
beliscão,N002
belonave,N101
beltrano,N001
belzebu,N001
belém,N008
bem,N008
bem,N008D012
benday,N004
benedictus,N006
beneficiamento,N001
beneficiação,N102
beneficência,N101
benefício,N001
benemerência,N101
beneplácito,N001
benesse,N101
benevolência,N101
benfeitoria,N101
bengala,N101D029
bengalada,N101
bengaleiro,N001
benignidade,N101
benjamim,N008
benjoeiro,N001
benjoim,N008
bennettiale,N101
benquerença,N101
benquerer,N004
bento,N001D026
bentoplancto,N001
bentoplâncton,N001
benzedeiro,N201
benzedor,N218
benzedura,N101
benzeno,N001
benzina,N101
benzol,N012
benzóico,N001
benção,N102
bequadro,N001
beque,N001
berceuse,N101
bereba,N101
bergamota,N101
beribéri,N001
berilo,N001
berimbau,N001
berinjela,N101D029
berkelianismo,N001
berlinda,N101
berliques,N005
berloque,N001
bermuda,N101
bernicida,N001
berquélio,N004
berra,N101
berreiro,N001
berro,N001
berruga,N101
berço,N001
berçário,N001
berílio,N001
besouro,N201D081
besteira,N101D029
bestialidade,N101
bestice,N101
besuntadela,N101
besuntão,N220
beterraba,N101
beterrabal,N007
betoneira,N101
betting,N004
betume,N001
betão,N002
bexiga,N101
bezerrada,N101
bezerreiro,N001
bezerro,N201D081A27
beça,N104
bi,N004
biazomorfose,N101
bibelô,N001
biberão,N002
bibi,N301
bibliofilia,N101
bibliografia,N101
bibliossanidade,N101
biblioteca,N101
biblioteconomia,N101
biblioterapêutica,N101
biboca,N101
bica,N101
bicada,N101
bicamada,N101
bicampeonato,N001
bicanca,N101
bicarbonato,N001
bicha,N101D029
bichano,N001
bicharada,N101
bicho,N001D026A58
bicicleta,N101D029
bico,N001D037
bicota,N101
bicromia,N101
bidê,N001
biela,N101
bielídio,N001
bife,N001D026
bifolículo,N001
bifurcação,N102
bigamia,N101
bignoniácea,N101
bigode,N001D026
bigodeira,N101
bigorna,N101
bigrama,N001
biguá,N001
bijeção,N102
biju,N001
bijuteria,N101
bilateralidade,N101
bilboquê,N001
bile,N101
bile,N115
bilha,N101
bilhar,N003
bilheta,N101
bilhetagem,N108
bilhete,N001D026
bilheteiro,N201
bilheteria,N101
bilhão,N002D006
bilingüismo,N001
bilionésimo,N201
bilirrubina,N101
biliverdina,N101
bilro,N001
biltre,N201
bimba,N101
bimbalhar,N004
bimbarra,N101
bimilenaridade,N101
bimilenário,N001
binarismo,N001
binga,N101
bingo,N001
binóculo,N001
bioastronomia,N101
biocatalizador,N003
biocenose,N101
biociclo,N001
biocida,N001
biociência,N101
bioclima,N001
bioclimatologia,N101
bioco,N001
biocolóide,N001
biocromatologia,N101
biocromatologista,N301
biodegradabilidade,N101
biodeteriorização,N102
biodigestor,N003
biodiversidade,N101
bioengenharia,N101
biofilia,N101
biofilme,N001
biofobia,N101
biofotogênese,N101
biogenia,N101
biogeografia,N101
biogeógrafo,N201
biognose,N101
biognosia,N101
biografagem,N108
biografia,N101
biografismo,N001
biografista,N301
biogás,N013
biogênese,N101
biologia,N101
biologista,N301
biolumenescência,N101
bioluminescência,N101
bioma,N001
biomassa,N101
biombo,N001
biomedicina,N101
biometria,N101
biomolécula,N101
biomorfose,N101
biongo,N001
bionte,N001
biopse,N101
biopsia,N101
bioquice,N101
biorana,N101
biorritmo,N001
biosatélite,N001
biosfera,N101
biossatélite,N001
biossociologia,N101
biota,N101
biotaxia,N101
biotaxionomia,N101
biotaxonomia,N101
biotecnia,N101
biotecnologia,N101
biotila,N101
biotina,N101
biotipologia,N101
biotita,N101
biotomia,N101
biotoponímia,N101
biotopônimo,N001
biotropismo,N001
biotério,N001
bip,N001
bipartidarismo,N001
bipartição,N102
bipolaridade,N101
bipolarização,N102
bipropolente,N001
biquadrada,N101
biquíni,N001
biriba,N301
birigui,N001
birosca,N101
birra,N101
birrefringência,N101
birro,N001
bis,N006
bisavó,N101
bisavô,N001
bisbilhotice,N101
bisca,N101
biscate,N001
biscateiro,N201
biscoiteiro,N201
biscoito,N001D026
biscuit,N004
bismuto,N001
bisnaga,N101
bisneto,N201
bispado,N001
bispo,N001
bissetriz,N103
bissexualidade,N101
bissulfeto,N001
bistrot,N004
bistrô,N001
bisturi,N001
bisão,N002
bit,N001
bitola,N101
bitonalidade,N101
bitu,N001
bivalve,N001
bivalência,N101
bivaque,N001
bizarria,N101
bizarrice,N101
biênio,N001
biócito,N001
biócoro,N001
biófito,N001
biógrafo,N201
biólise,N101
biólito,N001
biólogo,N201
biópsia,N101
biótipo,N001
bióxido,N001
biômetra,N401
biônimo,N001
blandícia,N101
blandície,N101
blasfêmia,N101
blasonaria,N101
blastema,N001
blasto,N001
blastocele,N001
blastocinese,N101
blastocolina,N101
blastoderma,N001
blastoderme,N001
blastomania,N101
blastócito,N001
blastômero,N001
blasé,N004
blatídeo,N001
blazer,N003
blecaute,N001
blefaroplasto,N001
blefe,N001
blenda,N101
blenorragia,N101
blindagem,N108
blitz,N103
blitzkrieg,N004
blocagem,N108
bloco,N001D075
bloqueio,N001
bloquista,N301
blues,N004
blusa,N101D029A01
blábláblá,N001
blástula,N101
boataria,N101
boate,N101
boato,N001
bob,N004
bobagem,N108
bobeira,N101
bobice,N101
bobina,N101A01
bobinagem,N108
bobo,N201A51
bobó,N001
boca,N101D039A66
bocada,N101
bocado,N001D026
bocaiúva,N101
bocal,N007
bocejo,N001
bocel,N011A03
bocelino,N001
boceta,N101D029
bocha,N001
bochecha,N101A01
bochecho,N001
bochorno,N001
boda,N101
bode,N001D026
bodega,N101
bodegueiro,N001
bodocada,N101
bodoque,N001
bodoqueiro,N001
bodum,N008
boemia,N101
bofe,N001D026
bofetada,N101
bofete,N001A01
boi,N001D001
boiada,N101A01
boiadeiro,N001
boicotagem,N108
boicote,N001
boiler,N004
boina,N101
boitatá,N001
boião,N002
bojo,N001
bola,N101D029A01
bolacha,N101
bolandeira,N101
bolbilho,N001
bolbo,N001
bolbomania,N101
bolchevismo,N001
boldo,N001
bolero,N001
boletim,N008
boleto,N001
bolha,N101A01
boliche,N001
bolinador,N003
bolinagem,N108
bolinação,N102
bolo,N001D026
bolor,N003
bolota,N101
bolsa,N101D029
bolso,N001D026A01
boléia,N101
bom,N227
bomba,N101D029
bombachas,N105
bombardeamento,N001
bombardeio,N001
bombardeiro,N001
bombeamento,N001
bombeiro,N001
bombo,N001
bombom,N008
bombordo,N001
bondade,N101
bonde,N001D026
boneco,N201D096A27
bonificação,N102
boniteza,N101
bonomia,N101
bonsai,N004
boné,N001D009
book,N004
bookmaker,N004
boom,N001
boot,N004
boqueira,N101
boqueirão,N002
boquejo,N001
boquilha,N101
boquim,N008
borace,N001
borboleta,N101D029
borborigmo,N001
borbotão,N002
borbulha,N101
borco,N001
borda,N101
bordadeira,N101
bordador,N003
bordadura,N101
bordel,N011
borderô,N001
bordo,N001
bordoada,N101
bordão,N002
borla,N101
bornal,N007
borne,N001
boro,N001D026
borra,N101
borracha,N101A01
borracharia,N101
borracheiro,N201
borradela,N101
borrador,N003
borralhento,N001
borrasca,N101
borrego,N201
borregueiro,N001
borrifo,N001
borrão,N002
borzeguim,N008
bosque,N001
bosquejo,N001
bossa,N101
bossagem,N108
bosta,N301
bota,N101D029
botaréu,N001
bote,N001
boteco,N001
botequim,N008
boticário,N201
boticão,N221
botija,N101
botijão,N002
botim,N008
botina,N101
botoeira,N101
botoque,N001
botulismo,N001
botão,N002
bouba,N101
boudoir,N004
boutade,N101
boutique,N101
bovinocultor,N003
bovinocultura,N101
bovídeo,N001
boxador,N003
boxe,N001
boxeador,N218
boxista,N301
boy,N001
boçalidade,N101
boçoroca,N101
brabeza,N101
bracejamento,N001
bracelete,N001
bractéola,N101
bradado,N001
bradicinina,N101
bradipodídeo,N001
brado,N001
bragada,N101
bragueta,N101
braguilha,N101
braile,N001
bramanismo,N001
bramido,N001
brancura,N101
brandura,N101
branqueadura,N101
branqueamento,N001
branquearia,N101
braquiblasto,N001
braquiesclereide,N101
braquistócrona,N101
braquiúro,N001
brasa,N101
braseiro,N201
brasido,N001
brasil,N412
brasileirismo,N001
brasilidade,N101
brasserie,N101
brasão,N002
bravata,N101
braveza,N101
bravura,N101
braça,N101
braçada,N101
braçadeira,N101
braço,N001
breca,N101
brecha,N101A01
brechó,N001
brega,N101
brejal,N007
brejeirice,N101
brejo,N001D026A01
brenha,N101
breque,N001
bretschneiderácea,N101
breu,N001
brevidade,N101
breviário,N001
brevê,N001
bricabraque,N001
bricolagem,N108
bridão,N221
briga,N101D036
brigadeiro,N001
brigalhada,N101
brigue,N001
brilhantina,N101
brilhantismo,N001
brilho,N001
brim,N008
brincadeira,N101D029
brincante,N301
brinco,N001D037
brinde,N001D001
brinquedo,N001D026
brio,N001
brioche,N001
briofilo,N001
brioteca,N101
briquetagem,N108
briquete,N001
brisa,N101
brita,N101
britadeira,N101
britador,N003
brizolismo,N001
briófita,N101
briófito,N001
broa,N101D029
broadcast,N004
broadcasting,N004
broadsaide,N001
broca,N101
brocado,N001
brocardo,N001
brocha,N101
broche,N001
brochura,N101
bromelina,N101
brometo,N001
bromo,N001
bromélia,N101
broncopneumonia,N101
bronquice,N101
bronquite,N101
bronquíolo,N001
bronze,N001
bronzeado,N001
bronzeamento,N001
bronzista,N301
broque,N001
brotamento,N001
brotação,N102
broto,N001D026
brotoeja,N101
brousse,N101
bruaca,N101
brucelose,N101
brucutu,N001
bruma,N101
brunidura,N101
brusquidão,N102
brutalidade,N101
brutamonte,N001
bruteza,N101
bruxaria,N101
bruxedo,N001
bruxo,N201D081
bruxuleio,N001
bruços,N004
bráctea,N101
brâmane,N001
brânquia,N101
brócolis,N005
brócolos,N005
brônquio,N001
bubonídeo,N001
bubão,N002
bucha,N101D029
buchada,N101
bucheiro,N001
bucho,N001
bucolismo,N001
budget,N004
budismo,N001
bueira,N101
bueiro,N001
bufarinheiro,N001
buffer,N004
bufonaria,N101
bufão,N220
bufê,N001
bugalha,N301
bugalhal,N007
bugalho,N001
buganvília,N101
bugiganga,N101
bugrada,N101
bugre,N301D081
bujão,N002
bula,N101
bulbilho,N001
bulbilogema,N101
bulbo,N001
bulbomania,N101
buldogue,N001
bule,N001
bulevar,N003
bulha,N101
bulimia,N101
bulício,N001
bumba,N004
bumbo,N001
bumbum,N008
bumerangue,N001
buprestídeo,N001
buquê,N001
buraca,N101
buraco,N001D037A01
buraqueira,N101
burburinho,N001
bureau,N004
burgalhão,N002
burgo,N001
burgomestre,N001
burguesia,N101D002
buri,N004
buril,N010
buriti,N001D001
buritizal,N007
buritizeiro,N001
burla,N101
burocracia,N101
burocrata,N301
burocratização,N102
burrada,N101
burrama,N101
burricada,N101
burrice,N101
burrico,N201
burro,N201D081
bursite,N101
busca,N101
bush,N004
busto,N001
butiazal,N007
butiazeiro,N001
butinha,N001
butique,N101
butiá,N001
butua,N101
butóxido,N001
buxal,N007
buxo,N001
buzina,N101
buzinação,N102
buço,N001
byte,N001
bácoro,N201
báculo,N201
bálano,N001
bálsamo,N001
bário,N201
básculo,N201
bátega,N101
béguin,N001
béquer,N003
bétula,N101
bênção,N101
bíblia,N301
bíceps,N006
bígamo,N001
bócio,N001
bóia,N101
bólide,N101
bólido,N001
bórax,N022
bóson,N001
bóstrix,N006
bônus,N006
búfalo,N201
bússola,N101
búzio,N001
búzios,N005
c,N004
caapora,N301
caatinga,N101
caba,N101
cabaceira,N101
cabala,N101
cabalista,N301
cabanagem,N108
cabareteiro,N001
cabaretier,N004
cabaré,N001
cabaz,N003
cabazeiro,N001
cabaça,N301D042
cabaçada,N101
cabaço,N001
cabeceio,N001
cabeceira,N301
cabecel,N007
cabecel,N011
cabedal,N007
cabelama,N101
cabeleira,N301
cabeleireiro,N201
cabelo,N001D026
cabeludo,N001
cabeça,N101D042A27
cabeçada,N101
cabeçalho,N001
cabeço,N001
cabeçote,N001
cabide,N001
cabidela,N101
cabido,N001
cabimento,N001
cabina,N101
cabine,N101
cabineiro,N001
cabo,N001D026
cabochão,N002
caboclada,N101
caboclo,N001D051
caboclo,N201D081
cabograma,N001
cabotagem,N108
cabotinagem,N108
cabotinismo,N001
cabra,N301D029
cabralhada,N101
cabrestante,N001
cabrestilho,N001
cabresto,N001
cabriola,N101
cabriolé,N001
cabrito,N201D081
cabriúva,N101
cabrocha,N301
cabroeira,N101
cabrão,N002
cabul,N007
caburé,N001
caca,N101
cacaborrada,N101
cacarecos,N005
cacarejo,N001
cacaria,N101
cacatua,N101
cacau,N001
cacaual,N007
cacaueiro,N001
cacauzeiro,N001
cacetada,N101
caceteação,N102
cachalote,N001
cachaça,N301D042
cachaço,N001
cachação,N002
cachecol,N012
cachenê,N001
cachimbo,N001
cacho,N001D026
cachoeira,N101D029
cachola,N101
cachorrada,N101
cachorrice,N101
cachorrismo,N001
cachorro,N201D081
cachê,N001
cacife,N001
cacifeiro,N001
cacifo,N001
cacimba,N101D029
cacique,N001
caco,N001D037A09
cacoete,N001
cacofonia,N101
cacto,N001
cacunda,N301
cacófato,N001
cadafalso,N001
cadarço,N001
cadaste,N001
cadastramento,N001
cadastro,N001
cadeado,N001
cadeia,N101A01
cadeira,N101D029
cadela,N101D029
caderna,N101
caderneta,N101D029
caderno,N001D026
cadinho,N001
caducidade,N101
caduquice,N101
cadáver,N003
cadência,N101
cafajestada,N101
cafajestice,N101
cafajestismo,N001
cafeicultor,N218
cafeicultura,N101
cafeteira,N101
cafeteiro,N001
cafetina,N101
cafetã,N101
cafetão,N002
cafezal,N007
cafeína,N101
cafonice,N101
caftina,N101
cafua,N101
cafundó,N001
cafuné,N001
café,N001D009
caiador,N003
caiana,N301
caiapó,N001
caiaque,N001
caiação,N102
caibro,N001
caieira,N101
caimento,N001
caimito,N001
caipirada,N101
caipiragem,N108
caipirice,N101
caipirismo,N001
caiporice,N101
caiporismo,N001
cairo,N001
cais,N006
caititu,N001
caixa,N301D030A01
caixeiro,N201D081
caixeta,N101
caixilho,N001
caixote,N001A01
cajadada,N101
cajado,N001
cajazeira,N101
caju,N001
cajuada,N101
cajual,N007
cajueiral,N007
cajueiro,N001
cajuzeiro,N001
cajuína,N101
cajá,N001
cal,N107
calabouço,N001
calado,N201D081
calafetagem,N108
calafetamento,N001
calafrio,N001
calagem,N108
calamidade,N101
calamite,N101
calandra,N101
calandragem,N108
calango,N001
calaza,N101
calazogamia,N101
calcadura,N101
calcamento,N001
calcanhar,N003
calcificação,N102
calcinação,N102
calcita,N101
calcopirita,N101
calculose,N101
calda,N101
caldeamento,N001
caldeira,N101D029A01
caldeiraria,N101
caldeireiro,N001
caldeiro,N001
caldo,N001D026
cale,N001
calefação,N102
caleidoscópio,N001
calendário,N001
calha,N101
calhamaço,N001
calhambeque,N001
calhau,N001
calibrador,N003
calibragem,N108
calibração,N102
calibre,N001
calidoscópio,N001
califa,N001
califado,N001
califórnio,N001
caligrafia,N101
caliptra,N101
caliptrógeno,N001
calista,N301
caliça,N101
calmaria,N101
calo,N001
calombo,N001
calomelano,N001
calor,N003
caloria,N101
calorimetria,N101
calorífero,N201
calorímetro,N001
calose,N101
calosidade,N101
calota,N101
calote,N001
calouro,N001
calundu,N001
calunga,N301
calvinismo,N001
calvária,N101
calvário,N001
calvície,N101
calázio,N001
calão,N002
calça,N101D042A01
calçada,N101A01
calçadeira,N101
calçamento,N001
calço,N001
calículo,N001
calígrafo,N001
calúnia,N101
cama,N101D029
camada,N101
camafeu,N001
camaleão,N002
camarada,N301D030
camaradagem,N108
camareiro,N201
camarilha,N101
camarim,N008
camarista,N301
camarote,N001
camarão,N002D006
cambal,N007
cambalacho,N001
cambaleio,N001
cambalhota,N101
cambau,N001
cambaxirra,N101
cambista,N301
cambito,N001
cambota,N301
cambraia,N101
cambucazeiro,N001
cambucá,N001
cambulhada,N101
cambulho,N201
cambuquira,N101
camburão,N002
cambão,N002
camelo,N001D026
camelô,N001
caminhamento,N001
caminho,N001
caminhoneiro,N001
caminhoneta,N101
caminhão,N002D131
camionete,N101
camisa,N101D029A01
camisaria,N101
camiseta,N101D029
camisola,N101A01
camomila,N101
camorra,N101
campa,N101
campainha,N101
campainhada,N101
campana,N101
campanha,N101
campanário,N001
campeação,N102
campelo,N001
campeonato,N001D001
campilotropia,N101
campilídio,N001
campina,N301
camping,N004
campismo,N001
campo,N001D026
campus,N017
campânula,N101
campão,N002
campônio,N001
camuflagem,N108
camundongo,N001
camurça,N101
camélia,N101
cana,N101D029
canal,N007
canalhice,N101
canalhismo,N001
canalizador,N218
canalização,N102
canalículo,N001
canana,N101
canapé,N001
canastra,N301A01
canavial,N007
cancela,N101
cancelamento,N001
cancelo,N001
cancerologia,N101
cancerologista,N301
cancha,N101
cancioneiro,N001
cancro,N201
cancrose,N101
cancã,N001
candango,N001
candeeiro,N001
candeia,N101
candeio,N001
candela,N101D029
candelabro,N001
candelária,N101
candidato,N201
candidatura,N101
candidez,N103
candiru,N001
candomblé,N001
candor,N003
candura,N101
caneca,N101D039
canecada,N101
caneco,N001D037
canela,N101D029
caneleira,N101
caneleta,N101
canelo,N001
canelura,N101
canelão,N002
caneta,N101
canevas,N004
canforeira,N101
canga,N101
cangaceiro,N001
cangalha,N301
cangambá,N001
cangaço,N001
cangote,N001
canguru,N001
canguçu,N301
canha,N101
canhão,N002
canibalismo,N001
canil,N010
caninana,N101
canivetada,N101
canivete,N001
caniço,N001
canja,N101
canjerana,N101
canjerê,N001
canjica,N101D039
canjirão,N002
cano,N001
canoa,N101
canoagem,N108
canonicato,N001
canonicidade,N101
canonisa,N101
canonização,N102
canovaccio,N004
canoísta,N301
cansaço,N001
canseira,N101
cantabile,N001
cantadeira,N101
cantaria,N101
cantarina,N101
cantarola,N101
cantata,N101
cantatriz,N103
canteira,N101
canteiro,N001
cantiga,N101
cantil,N010
cantilena,N101
cantina,N101
cantineiro,N001
canto,N001D026
cantochão,N002
cantoneira,N101
cantor,N218
cantoria,N101
cantã,N101
cantão,N002
canudo,N001D026
canutilho,N001
canzil,N010
canário,N001D054
canção,N102
canéfora,N101
canícula,N101
caos,N004
capa,N101D029A13
capacete,N001
capacho,N001
capacidade,N101
capacitação,N102
capacitor,N003
capacitância,N101
capadete,N001
capanga,N301
capangada,N101
capataz,N003
capação,N102
capeamento,N001
capeia,N101
capela,N101D029
capelão,N009
capepena,N101
capeta,N301D030
capetagem,N108
capiau,N001
capilaridade,N101
capilária,N101
capilé,N001
capilício,N001
capim,N307
capinadeira,N101
capinação,N102
capinzal,N007
capioa,N101
capital,N308
capitalismo,N001
capitalização,N102
capitania,N101
capitação,N102
capitel,N011
capitular,N406
capitulação,N102
capitão,N226
capivara,N101
capoeira,N301D029A27
capoeirista,N301
capota,N101
capotagem,N108
capote,N001
capricho,N001
capricórnio,N001
caprificação,N102
caprifigo,N001
capsômero,N001
captação,N102
captura,N101
capulho,N001
caput,N004
capuz,N003
capão,N002
capítula,N101
capítulo,N001
capô,N001
caquexia,N101
caqui,N001
caquizeiro,N001
cara,N301
carabina,N101
carabinada,N101
carabineiro,N001
caracará,N001
caracol,N012
caractere,N001
caracterização,N102
característico,N201
caradriiforme,N402
caradurismo,N001
caraguatá,N001
caramanchão,N002
carambola,N101
carambolice,N101
caramelo,N001
caraminguá,N001
caraminhola,N101
caramujo,N001
caranguejeiro,N201
caranguejo,N001
carantonha,N101
carapaça,N101
carapina,N001
carapulo,N001
carapuça,N101
carateca,N301
caratê,N001
caravana,N101
caravaneiro,N001
caravela,N101
carazal,N007
caraça,N301
carboidrato,N001
carbonato,N001
carboneto,N001
carbonizador,N218
carbonização,N102
carbono,N001
carboxila,N101
carburador,N003
carburação,N102
carbureto,N001
carburização,N102
carbúnculo,N001
carcará,N001
carcaça,N101
carceragem,N108
carcereiro,N001
carcinoma,N001
carcinose,N101
carcoma,N101
carcérula,N101
carda,N101
cardadura,N101
cardagem,N108
cardação,N102
cardinala,N101
cardinalato,N001
cardiografia,N101
cardiologia,N101
cardiologista,N301
cardiopalmia,N101
cardiopatia,N101
cardióide,N101
cardume,N001
cardápio,N001
careação,N102
carena,N101
carenagem,N108
carestia,N101
caretice,N101
carga,N101
cargo,N001
caricatura,N101
caricaturista,N301
caridade,N101
caril,N010
carimbagem,N108
carimbo,N001
carimboto,N001
carinho,N001
cariocarácea,N101
cariocinese,N101
cariogamia,N101
cariomembrana,N101
cariopse,N101
carisma,N001
caritó,N001
cariótipo,N001
carlinga,N101
carmim,N008
carmona,N101
carnadura,N101
carnagem,N108
carnaubal,N007
carnaubeira,N101
carnaval,N007
carnavalização,N102
carnação,N102
carnaúba,N101D053
carne,N301
carneador,N003
carneação,N102
carnegão,N002
carneira,N101
carneirada,N101
carneireiro,N001
carneiro,N001D026
carniceiro,N001
carnicão,N002
carnificina,N101
carniça,N101
carnosidade,N101
carnê,N001
carnívoro,N001
caroazal,N007
caroba,N101D029
carocha,N101D029
carona,N301
caroteno,N001
carotenóide,N001
caroá,N001
caroço,N001
carpa,N101
carpelo,N001
carpete,N001
carpideira,N101
carpintaria,N101
carpinteiro,N001
carpo,N001
carpogônio,N001
carpologia,N101
carpomania,N101
carpostégio,N001
carpoteca,N101
carpozigoto,N001
carpídio,N001
carpóforo,N001
carpólito,N001
carqueja,N101
carquilha,N101
carranca,N101
carrapateira,N101
carrapato,N201D081
carrapicho,N001
carrascal,N007
carrasco,N001
carraspana,N101
carreador,N003
carreadouro,N001
carreata,N101
carregador,N218
carregamento,N001
carregação,N102
carrego,N001
